src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.64.137,160.25.232.6,32783,123,17,2026-02-06 15:02:31,0.023926973342895508,11284.335721474337,125.38150801638152,83.58767201092101,41.793836005460506,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.011963486671447754,0.023926973342895508,0.0,0.011963486671447754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,44694,123,17,2026-02-06 15:03:04,0.02586507797241211,10438.785465405674,115.98650517117416,77.32433678078277,38.662168390391386,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.012932538986206055,0.02586507797241211,0.0,0.012932538986206055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,60312,123,17,2026-02-06 15:03:38,0.024670839309692383,10944.09462972448,121.6010514413831,81.06736762758874,40.53368381379437,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.012335419654846191,0.024670839309692383,0.0,0.012335419654846191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,39521,123,17,2026-02-06 15:04:11,0.028547048568725586,9458.070572514302,105.0896730279367,70.05978201862446,35.02989100931223,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.014273524284362793,0.028547048568725586,0.0,0.014273524284362793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,34.107.243.93,50966,443,6,2026-02-06 15:06:27,119.68781399726868,43.95602045267581,0.2255868755411988,0.11697097250284381,0.10861590303835497,14,13,3616,1645,1514,60,258.2857142857143,439.08271732449373,672,54,126.53846153846153,166.98300944643134,1514,54,194.85185185185185,343.1118707213494,117725.75582990398,280,260,20,12,4.603377461433411,59.81737208366394,0.0,15.901663612512886,119.68781399726868,59.81737208366394,0.0,9.206754922866821,21.52542448918281,119.65281987190247,59.86043190956116,8.702278137207031e-05,9.971068322658539,22.244027124688525,6,5,0,0,0,3,0,11,25,0,0,0.9285714285714286,194.85185185185185,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.2857142857143,126.53846153846153,0,14,13,3616,1645
192.168.64.137,34.160.144.191,34004,443,6,2026-02-06 15:06:28,119.69927906990051,27.861487770970346,0.25062807590078273,0.12531403795039137,0.12531403795039137,15,15,2021,1314,571,60,134.73333333333332,136.50370772335168,210,54,87.6,50.91142635335739,571,54,111.16666666666667,105.67878479408984,11168.005555555552,300,300,20,13,4.127561347237949,59.90572810173035,0.0,15.127840572497549,119.69927906990051,59.90579414367676,0.0,8.549948504992894,20.886342804661727,119.66457414627075,59.905905961990356,0.00015592575073242188,8.547469581876483,20.89671269013702,8,6,0,0,0,3,0,14,28,0,0,1.0,111.16666666666667,64240,64240,0,0,0,0,0,0,0,0,454.0,4.0,0,0,379627.9936204147,0,134.73333333333332,87.6,0,15,15,2021,1314
192.168.64.137,199.232.113.91,46608,443,6,2026-02-06 15:06:28,122.08005690574646,158.42882523336698,0.35222788299647273,0.15563557620774376,0.196592306788729,19,24,2475,16866,571,60,130.26315789473685,122.99329981976258,1514,54,702.75,669.6713279661897,1514,54,449.7906976744186,581.2183097893569,337814.7236343969,380,480,20,17,2.906668021565392,60.572070837020874,0.0,12.864185739019067,122.08005690574646,60.572070837020874,0.0,6.782225383652581,18.969767863346565,61.45262789726257,60.297404050827026,9.059906005859375e-06,2.6718533868375034,12.286789372872548,9,8,0,0,0,3,0,17,41,0,0,1.263157894736842,449.7906976744186,64240,64240,0,0,0,0,0,0,0,0,402.0,4.0,5291.5,4.0,242466.23641069888,69140684.16199377,130.26315789473685,702.75,0,19,24,2475,16866
192.168.64.137,199.232.113.91,46660,443,6,2026-02-06 15:06:31,121.23999500274658,17665.630883203845,14.574398489211173,2.284724607533387,12.289673881677786,277,1490,24215,2117566,309,60,87.4187725631769,50.58757365084512,1514,54,1421.1852348993289,330.7488400859985,1514,54,1212.100169779287,572.539088688105,327801.00807580585,5540,29800,20,275,0.06865231880110226,60.28652381896973,0.0,2.014663355718937,121.23999500274658,60.28652381896973,0.0,0.4392753442128499,5.0801662922929065,61.63334012031555,60.287018060684204,5.0067901611328125e-06,0.04139243795857324,1.5618037749100424,66,222,0,0,0,3,0,288,1765,0,0,5.379061371841155,1212.100169779287,64240,64240,0,0,0,0,0,0,0,0,1030.8333333333333,9.0,13215.105633802817,9.183098591549296,32416.839411388355,55898584.56503675,87.4187725631769,1421.1852348993289,0,277,1490,24215,2117566
192.168.64.137,199.232.113.91,46660,443,6,2026-02-06 15:06:31,121.23999500274658,17665.630883203845,14.574398489211173,2.284724607533387,12.289673881677786,277,1490,24215,2117566,309,60,87.4187725631769,50.58757365084512,1514,54,1421.1852348993289,330.7488400859985,1514,54,1212.100169779287,572.539088688105,327801.00807580585,5540,29800,20,275,0.06865231880110226,60.28652381896973,0.0,2.014663355718937,121.23999500274658,60.28652381896973,0.0,0.4392753442128499,5.0801662922929065,61.63334012031555,60.287018060684204,5.0067901611328125e-06,0.04139243795857324,1.5618037749100424,66,222,0,0,0,3,0,288,1765,0,0,5.379061371841155,1212.100169779287,64240,64240,0,0,0,0,0,0,0,0,1030.8333333333333,9.0,13215.105633802817,9.183098591549296,32416.839411388355,55898584.56503675,87.4187725631769,1421.1852348993289,0,277,1490,24215,2117566
192.168.64.137,160.25.232.6,45864,123,17,2026-02-06 15:04:44,0.026774883270263672,10084.0775765347,112.04530640594112,74.69687093729408,37.34843546864704,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013387441635131836,0.026774883270263672,0.0,0.013387441635131836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,40863,123,17,2026-02-06 15:05:17,0.026668071746826172,10124.466536735386,112.49407263039319,74.99604842026213,37.498024210131064,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013334035873413086,0.026668071746826172,0.0,0.013334035873413086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,56554,123,17,2026-02-06 15:05:50,0.026970863342285156,10010.803012623315,111.23114458470351,74.15409638980235,37.077048194901174,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013485431671142578,0.026970863342285156,0.0,0.013485431671142578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
34.107.243.93,192.168.64.137,443,60024,6,2026-02-06 15:06:22,0.0011310577392578125,312981.3693086003,5304.768971332209,3536.512647554806,1768.256323777403,4,2,216,138,54,54,54.0,0.0,78,60,69.0,9.0,78,54,59.0,8.774964387392123,77.0,80,40,20,0,0.0002262115478515625,0.0006158351898193359,0.0,0.00023357392058309407,0.0011310577392578125,0.0006809234619140625,0.0,0.0003770192464192708,0.0002827525962823019,0,0,0,0,0,2,1,0,0,3,0,0,3,6,0,0,0.5,59.0,64240,62925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,69.0,0,4,2,216,138
192.168.64.137,160.25.232.6,33776,123,17,2026-02-06 15:06:23,0.027961015701293945,9656.301576609225,107.29223974010249,71.52815982673499,35.764079913367496,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013980507850646973,0.027961015701293945,0.0,0.013980507850646973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,192.168.64.2,42054,53,17,2026-02-06 15:06:27,0.003248929977416992,160668.2826741029,1538.9682248477288,923.3809349086373,615.5872899390915,3,2,255,267,85,85,85.0,0.0,166,101,133.5,32.5,166,85,104.4,31.41719274537431,987.0400000000002,60,40,20,3,0.000812232494354248,0.0025539398193359375,0.0,0.001027321386047806,0.00012803077697753906,0.00012803077697753906,0.0,6.401538848876953e-05,6.401538848876953e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,133.5,0,3,2,255,267
192.168.64.137,34.107.243.93,50982,443,6,2026-02-06 15:06:28,0.5275940895080566,8133.146457347631,32.221740800491666,17.05856865908382,15.163172141407843,9,8,2613,1678,1304,60,290.3333333333333,403.26445692897636,886,54,209.75,269.8526218142044,1304,54,252.41176470588235,349.25686802351026,121980.35986159169,180,160,20,7,0.03297463059425354,0.21527099609375,0.0,0.06402940557178217,0.5275940895080566,0.22208905220031738,0.0,0.06594926118850708,0.09160420798033067,0.4480438232421875,0.21527099609375,0.0004520416259765625,0.06400626046316964,0.08543736342224313,4,3,0,0,0,3,0,7,15,0,0,0.8888888888888888,252.41176470588235,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.3333333333333,209.75,0,9,8,2613,1678
192.168.64.137,192.168.64.2,43343,53,17,2026-02-06 15:06:28,0.002507925033569336,136766.4485217226,1196.2080045631715,797.4720030421142,398.7360015210571,2,1,194,149,97,97,97.0,0.0,149,149,149.0,0.0,149,97,114.33333333333333,24.513035081133644,600.8888888888888,40,20,20,2,0.001253962516784668,0.002507925033569336,0.0,0.001253962516784668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,114.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,149.0,0,2,1,194,149
192.168.64.137,192.168.64.2,51309,53,17,2026-02-06 15:06:28,0.0035660266876220703,84407.66891756369,841.272447683359,560.8482984555726,280.4241492277863,2,1,190,111,95,95,95.0,0.0,111,111,111.0,0.0,111,95,100.33333333333333,7.542472332656507,56.88888888888889,40,20,20,2,0.0017830133438110352,0.0035660266876220703,0.0,0.0017830133438110352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,100.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,111.0,0,2,1,190,111
192.168.64.137,192.168.64.2,40303,53,17,2026-02-06 15:06:31,0.0924220085144043,6816.558200007223,54.09966825402558,32.45980095241535,21.63986730161023,3,2,312,318,104,104,104.0,0.0,165,153,159.0,6.0,165,104,126.0,27.210292170426982,740.4,60,40,20,3,0.023105502128601074,0.08878397941589355,0.0,0.03794629801469549,9.703636169433594e-05,9.703636169433594e-05,0.0,4.851818084716797e-05,4.851818084716797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,159.0,0,3,2,312,318
192.168.64.137,199.232.113.91,46618,443,6,2026-02-06 15:06:31,0.2657170295715332,19501.949153789417,82.79484395665133,37.63401998029606,45.160823976355275,10,12,1073,4109,283,60,107.3,69.31240870147278,1514,54,342.4166666666667,529.8341656174653,1514,54,235.54545454545453,411.11043940579975,169011.79338842977,200,240,20,8,0.012653191884358725,0.05280184745788574,0.0,0.021142435031284844,0.2657170295715332,0.053262948989868164,0.0,0.029524114396837022,0.024909208762931238,0.21262001991271973,0.051133155822753906,8.106231689453125e-06,0.019329092719338158,0.023076305451162273,4,4,0,0,2,3,1,8,19,0,0,1.2,235.54545454545453,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,342.4166666666667,0,10,12,1073,4109
192.168.64.137,199.232.113.91,46630,443,6,2026-02-06 15:06:31,0.28053784370422363,18471.661190436327,78.4207923947509,35.645814724886776,42.774977669864136,10,12,1073,4109,283,60,107.3,69.31240870147278,1514,54,342.4166666666667,529.8341656174653,1514,54,235.54545454545453,411.11043940579975,169011.79338842977,200,240,20,8,0.013358944938296364,0.05741381645202637,0.0,0.02308927784753377,0.28053784370422363,0.05761003494262695,0.0,0.031170871522691514,0.02700559357389913,0.22290802001953125,0.05520009994506836,7.152557373046875e-06,0.020264365456321022,0.025463535154618463,4,4,0,0,2,3,1,8,19,0,0,1.2,235.54545454545453,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,342.4166666666667,0,10,12,1073,4109
192.168.64.137,199.232.113.91,46646,443,6,2026-02-06 15:06:31,0.3189890384674072,16245.072322538355,68.96788712771976,31.349039603508984,37.61884752421078,10,12,1073,4109,283,60,107.3,69.31240870147278,1514,54,342.4166666666667,529.8341656174653,1514,54,235.54545454545453,411.11043940579975,169011.79338842977,200,240,20,8,0.015189954212733678,0.0648641586303711,0.0,0.02637939708654558,0.3189890384674072,0.06530404090881348,0.0,0.03544322649637858,0.031214216491537706,0.25395703315734863,0.06289005279541016,1.0013580322265625e-05,0.02308700301430442,0.029218618544665276,4,4,0,0,2,3,1,8,19,0,0,1.2,235.54545454545453,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,342.4166666666667,0,10,12,1073,4109
192.168.64.137,199.232.113.91,46674,443,6,2026-02-06 15:06:31,0.2781200408935547,18632.242334464903,79.10253403284985,35.95569728765902,43.146836745190825,10,12,1073,4109,283,60,107.3,69.31240870147278,1514,54,342.4166666666667,529.8341656174653,1514,54,235.54545454545453,411.11043940579975,169011.79338842977,200,240,20,8,0.013243811471121652,0.056704044342041016,0.0,0.02310723192329928,0.2781200408935547,0.05689597129821777,0.0,0.03090222676595052,0.027169364320977617,0.22105193138122559,0.05556893348693848,8.106231689453125e-06,0.020095630125565964,0.025655430575840844,4,4,0,0,2,3,1,8,19,0,0,1.2,235.54545454545453,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,342.4166666666667,0,10,12,1073,4109
192.168.64.137,199.232.113.91,46676,443,6,2026-02-06 15:06:31,0.27132105827331543,19099.144139338823,81.08474933721615,36.85670424418916,44.22804509302699,10,12,1073,4109,283,60,107.3,69.31240870147278,1514,54,342.4166666666667,529.8341656174653,1514,54,235.54545454545453,411.11043940579975,169011.79338842977,200,240,20,8,0.012920050393967401,0.05533289909362793,0.0,0.02256973260249025,0.27132105827331543,0.05553412437438965,0.0,0.030146784252590604,0.026649487477077977,0.2156670093536377,0.05399203300476074,9.059906005859375e-06,0.019606091759421608,0.025070800108081864,4,4,0,0,2,3,1,8,19,0,0,1.2,235.54545454545453,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,342.4166666666667,0,10,12,1073,4109
192.168.64.1,192.168.64.255,138,138,17,2026-02-06 15:06:53,0.0,0,0,0,0,2,0,486,0,243,243,243.0,0.0,0,0,0,0.0,243,243,243.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.0,0,0,2,0,486,0
192.168.64.137,160.25.232.6,60480,123,17,2026-02-06 15:06:56,0.02606201171875,10359.906323185012,115.11007025761124,76.7400468384075,38.37002341920375,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013031005859375,0.02606201171875,0.0,0.013031005859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,56721,123,17,2026-02-06 15:07:29,0.02663898468017578,10135.521426270003,112.61690473633337,75.07793649088892,37.53896824544446,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.01331949234008789,0.02663898468017578,0.0,0.01331949234008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,192.168.64.2,53891,53,17,2026-02-06 15:07:41,0.008160114288330078,60170.72588090925,612.7365160988722,367.64190965932335,245.09460643954887,3,2,225,266,75,75,75.0,0.0,139,127,133.0,6.0,139,75,98.2,28.666356587470265,821.7599999999999,60,40,20,3,0.0020400285720825195,0.0071239471435546875,0.0,0.0029573463689153193,0.00010395050048828125,0.00010395050048828125,0.0,5.1975250244140625e-05,5.1975250244140625e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,98.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,133.0,0,3,2,225,266
192.168.64.137,199.232.113.91,48768,443,17,2026-02-06 15:07:41,0.42696619033813477,54767.80253134587,70.2631746467831,25.763164037153803,44.5000106096293,11,19,5167,18217,1294,82,469.72727272727275,515.0920643057353,1322,70,958.7894736842105,487.26385146225266,1322,70,779.4666666666667,550.6333767177173,303197.1155555555,220,380,20,11,0.014722972080625337,0.27527904510498047,0.0,0.051623646809561566,0.42696619033813477,0.27619004249572754,0.0,0.04269661903381348,0.08288317569077563,0.365264892578125,0.2958559989929199,1.8835067749023438e-05,0.020292494032118056,0.06846712719040833,0,0,0,0,0,0,0,0,0,0,0,1.7272727272727273,779.4666666666667,0,0,0,0,0,0,0,0,0,0,788.0,4.0,5316.666666666667,5.333333333333333,310368.25542304444,8471463.69507408,469.72727272727275,958.7894736842105,0,11,19,5167,18217
192.168.64.137,160.25.232.6,53838,123,17,2026-02-06 15:08:02,0.02722311019897461,9918.043824770979,110.20048694189977,73.46699129459985,36.733495647299925,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013611555099487305,0.02722311019897461,0.0,0.013611555099487305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,55303,123,17,2026-02-06 15:08:35,0.02792811393737793,9667.677545480155,107.41863939422396,71.61242626281597,35.806213131407986,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013964056968688965,0.02792811393737793,0.0,0.013964056968688965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,56412,123,17,2026-02-06 15:09:08,0.02737903594970703,9861.559789613013,109.5728865512557,73.04859103417047,36.524295517085235,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.013689517974853516,0.02737903594970703,0.0,0.013689517974853516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,34.107.243.93,50966,443,6,2026-02-06 15:09:23,0.03878211975097656,15471.04706634535,232.06570599518025,128.9253922195446,103.14031377563566,5,4,384,216,93,60,76.8,14.770240350109406,54,54,54.0,0.0,93,54,66.66666666666667,15.797327481430381,249.55555555555554,100,80,20,5,0.00484776496887207,0.03760194778442383,0.0,0.01238090673862325,0.03878211975097656,0.038162946701049805,0.0,0.00969552993774414,0.0164370730267161,0.0379490852355957,0.03760194778442383,0.00017309188842773438,0.0126496950785319,0.017643907098512164,3,1,0,0,2,0,0,4,9,0,0,0.8,66.66666666666667,63301,64240,0,0,0,0,0,0,0,0,75.0,4.0,0,0,1933.8808832931688,0,76.8,54.0,0,5,4,384,216
192.168.64.137,34.160.144.191,34004,443,6,2026-02-06 15:09:24,0.03874802589416504,16026.62292257616,232.26989742863998,129.0388319048,103.23106552384,5,4,405,216,100,60,81.0,18.0,54,54,54.0,0.0,100,54,69.0,18.973665961010276,360.0,100,80,20,5,0.00484350323677063,0.037938833236694336,0.0,0.012509264280803572,0.03874802589416504,0.03834390640258789,0.0,0.00968700647354126,0.016545613803301464,0.0382537841796875,0.037938833236694336,9.012222290039062e-05,0.012751261393229166,0.017810387755228425,3,1,0,0,2,0,0,4,9,0,0,0.8,69.0,64015,64240,0,0,0,0,0,0,0,0,89.0,4.0,0,0,2296.89120790544,0,81.0,54.0,0,5,4,405,216
199.232.113.91,192.168.64.137,443,46608,6,2026-02-06 15:08:30,54.63690114021301,15.008171819548458,0.2196317827250994,0.12811853992297464,0.09151324280212475,7,5,455,365,100,54,65.0,17.84856937044055,100,60,73.0,16.61324772583615,100,54,68.33333333333333,17.787323825941012,316.38888888888886,140,100,20,2,4.966991012746638,54.51800584793091,0.0,15.66942239777824,54.63637018203735,54.518600940704346,0.0,9.106061697006226,20.309121541651642,54.57772898674011,54.51800584793091,8.702278137207031e-05,13.644432246685028,23.598380724161224,2,2,0,0,2,0,1,4,11,0,0,0.7142857142857143,68.33333333333333,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,73.0,0,7,5,455,365
199.232.113.91,192.168.64.137,443,46660,6,2026-02-06 15:08:32,55.659165143966675,14.732524246078924,0.21559791579627693,0.12576545088116156,0.0898324649151154,7,5,455,365,100,54,65.0,17.84856937044055,100,60,73.0,16.61324772583615,100,54,68.33333333333333,17.787323825941012,316.38888888888886,140,100,20,2,5.059924103996971,55.55637001991272,0.0,15.968389876008946,55.65884208679199,55.556902170181274,0.0,9.276473681131998,20.697249108224433,55.60756516456604,55.55637001991272,0.00014710426330566406,13.90189129114151,24.049233264733054,2,2,0,0,1,0,1,4,11,0,0,0.7142857142857143,68.33333333333333,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,73.0,0,7,5,455,365
192.168.64.137,160.25.232.6,37643,123,17,2026-02-06 15:09:42,0.02724909782409668,9908.584927947082,110.09538808830092,73.39692539220061,36.69846269610031,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.01362454891204834,0.02724909782409668,0.0,0.01362454891204834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.137,160.25.232.6,39103,123,17,2026-02-06 15:10:15,0.02850508689880371,9471.993576393244,105.24437307103605,70.1629153806907,35.08145769034535,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.014252543449401855,0.02850508689880371,0.0,0.014252543449401855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.1,192.168.64.2,137,137,17,2026-02-06 15:11:27,198.00330901145935,3.3332776270006823,0.030302523881824382,0.030302523881824382,0.0,6,0,660,0,110,110,110.0,0.0,0,0,0,0.0,110,110,110.0,0.0,0.0,120,0,20,6,39.60066180229187,132.29467391967773,0.0,52.33999725110873,198.00330901145935,132.29467391967773,0.0,39.60066180229187,52.33999725110873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,6,0,660,0
192.168.64.137,160.25.232.6,38735,123,17,2026-02-06 15:10:48,0.02753591537475586,9805.37586368123,108.94862070756922,72.63241380504616,36.31620690252308,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.01376795768737793,0.02753591537475586,0.0,0.01376795768737793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.64.1,192.168.64.254,68,67,17,2026-02-06 15:11:17,5.984306335449219e-05,17144844.239043824,50131.123505976095,33420.74900398406,16710.37450199203,2,1,684,342,342,342,342.0,0.0,342,342,342.0,0.0,342,342,342.0,0.0,0.0,40,20,20,2,2.9921531677246094e-05,5.984306335449219e-05,0.0,2.9921531677246094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.0,342.0,0,2,1,684,342
192.168.64.1,224.0.0.252,60749,5355,17,2026-02-06 15:11:17,0.4186270236968994,480.1410052914573,7.166283661066527,7.166283661066527,0.0,3,0,201,0,67,67,67.0,0.0,0,0,0,0.0,67,67,67.0,0.0,0.0,60,0,20,3,0.2093135118484497,0.4186270236968994,0.0,0.2093135118484497,0.4186270236968994,0.4186270236968994,0.0,0.2093135118484497,0.2093135118484497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,0,0,3,0,201,0
